visitors,ad_impressions,major_sports_event,genre,dayofweek,season,views_trailer,views_content
2.34,2424.2,0,Action,Friday,Winter,60.83,0.53
1.47,1342.77,0,Others,Wednesday,Winter,170.21,0.71
1.35,1614.01,0,Drama,Friday,Winter,56.0,0.44
1.33,1663.8,0,Sci-Fi,Friday,Fall,51.71,0.39
1.92,1469.85,0,Others,Sunday,Winter,46.66,0.52
1.47,1083.48,0,Romance,Saturday,Fall,53.32,0.52
1.92,1113.81,1,Drama,Wednesday,Winter,53.87,0.45
1.47,1067.64,0,Romance,Friday,Summer,50.27,0.38
2.14,2158.03,1,Thriller,Friday,Summer,56.88,0.41
1.81,1439.04,0,Romance,Wednesday,Winter,47.46,0.45
1.47,1190.25,1,Horror,Tuesday,Fall,54.68,0.34
1.95,1140.23,1,Sci-Fi,Saturday,Summer,62.27,0.59
1.53,1210.33,0,Comedy,Wednesday,Spring,48.97,0.42
1.54,1701.97,1,Action,Friday,Fall,50.01,0.33
1.73,1639.83,0,Sci-Fi,Saturday,Spring,54.17,0.49
1.46,1329.48,0,Thriller,Saturday,Spring,52.06,0.51
1.7,1113.81,0,Comedy,Friday,Summer,46.38,0.56
1.92,1336.16,0,Others,Wednesday,Spring,53.15,0.48
2.16,1698.35,0,Sci-Fi,Saturday,Summer,49.6,0.53
1.9,1067.64,0,Others,Wednesday,Summer,51.48,0.57
2.06,1403.8,1,Others,Friday,Summer,52.04,0.48
1.93,1079.19,0,Action,Wednesday,Winter,55.48,0.61
2.06,1639.83,1,Others,Friday,Winter,64.92,0.5
2.34,1146.51,0,Action,Wednesday,Summer,103.19,0.7
1.69,1294.78,1,Comedy,Sunday,Spring,49.62,0.43
1.59,1336.16,0,Action,Friday,Summer,52.42,0.49
1.34,1741.52,1,Sci-Fi,Friday,Spring,115.18,0.55
1.93,1329.48,1,Romance,Friday,Summer,49.39,0.44
1.41,1477.62,1,Comedy,Friday,Spring,51.13,0.4
2.02,1140.23,0,Others,Friday,Winter,56.95,0.55
1.81,1690.43,1,Drama,Friday,Fall,68.23,0.48
1.75,1588.38,0,Others,Wednesday,Fall,57.58,0.51
1.46,1146.51,1,Action,Wednesday,Fall,119.38,0.52
1.44,1700.04,0,Others,Saturday,Winter,49.56,0.46
1.61,1390.62,0,Romance,Thursday,Fall,47.53,0.46
1.81,1554.74,1,Others,Wednesday,Winter,96.42,0.53
1.59,1329.48,1,Thriller,Thursday,Fall,55.2,0.39
1.75,1830.39,1,Thriller,Sunday,Winter,117.99,0.58
1.85,1390.62,0,Drama,Wednesday,Winter,102.68,0.64
1.81,1010.87,0,Thriller,Thursday,Winter,51.54,0.53
2.14,1031.85,0,Drama,Wednesday,Spring,53.83,0.55
1.59,1329.48,0,Thriller,Friday,Spring,55.25,0.43
1.92,1229.35,1,Sci-Fi,Wednesday,Winter,48.74,0.38
1.33,1690.43,0,Sci-Fi,Friday,Summer,56.46,0.47
1.54,1398.05,1,Drama,Friday,Summer,53.75,0.42
2.34,1031.85,0,Others,Monday,Fall,55.96,0.63
2.06,1663.8,1,Others,Friday,Fall,54.91,0.39
1.73,1390.62,1,Drama,Thursday,Winter,45.66,0.4
1.49,1498.41,0,Comedy,Friday,Fall,56.71,0.42
1.92,1590.19,0,Comedy,Wednesday,Winter,48.16,0.59
1.39,1639.83,0,Horror,Thursday,Spring,196.11,0.73
1.27,1190.25,0,Thriller,Friday,Spring,50.98,0.4
1.44,1152.29,1,Romance,Friday,Summer,127.55,0.58
1.62,1342.77,1,Thriller,Wednesday,Fall,120.83,0.57
2.34,1216.54,0,Sci-Fi,Tuesday,Winter,125.03,0.72
1.57,1701.97,0,Others,Wednesday,Summer,54.73,0.51
1.81,1067.64,0,Others,Sunday,Spring,49.34,0.52
1.73,1391.57,0,Comedy,Friday,Spring,51.24,0.38
1.72,1420.88,1,Horror,Friday,Fall,54.68,0.36
1.25,1248.27,0,Romance,Wednesday,Summer,57.28,0.44
1.35,2158.03,0,Action,Wednesday,Summer,55.0,0.54
1.57,1398.05,0,Others,Friday,Summer,51.97,0.36
1.61,1145.37,0,Others,Wednesday,Spring,53.1,0.44
1.68,1525.32,0,Horror,Friday,Fall,50.75,0.42
1.63,1654.93,0,Action,Monday,Winter,50.17,0.51
1.41,1231.3,1,Comedy,Saturday,Winter,53.89,0.4
1.61,1741.52,0,Action,Thursday,Winter,54.32,0.42
1.85,1190.25,0,Others,Friday,Summer,52.92,0.56
1.26,1403.8,1,Sci-Fi,Friday,Winter,50.76,0.27
1.44,1690.43,0,Romance,Friday,Spring,55.9,0.31
1.81,1081.23,0,Sci-Fi,Friday,Fall,51.64,0.44
1.77,1714.73,0,Romance,Friday,Winter,52.3,0.43
1.61,1710.1,1,Action,Wednesday,Spring,48.66,0.34
1.69,1079.19,0,Romance,Sunday,Summer,196.42,0.83
1.39,1407.43,0,Others,Sunday,Summer,61.89,0.5
1.57,1388.28,0,Horror,Thursday,Winter,134.71,0.62
1.63,1388.28,1,Romance,Wednesday,Fall,55.22,0.33
1.61,1663.8,1,Others,Tuesday,Winter,139.08,0.65
1.5,1079.19,1,Drama,Friday,Winter,54.42,0.4
2.14,1398.05,1,Action,Friday,Summer,52.09,0.44
1.72,2424.2,0,Drama,Wednesday,Spring,58.58,0.61
2.06,1146.51,1,Horror,Friday,Spring,52.49,0.36
1.81,2162.24,0,Romance,Thursday,Fall,49.67,0.36
1.35,1321.7,1,Drama,Wednesday,Spring,47.58,0.34
2.06,1928.85,0,Comedy,Wednesday,Winter,53.57,0.55
1.46,1113.81,0,Others,Saturday,Spring,56.12,0.47
1.81,1231.3,1,Action,Monday,Fall,60.63,0.37
1.35,1663.8,0,Thriller,Wednesday,Spring,52.91,0.47
1.68,1336.16,1,Others,Friday,Summer,48.28,0.32
1.39,1557.2,0,Sci-Fi,Wednesday,Fall,53.88,0.51
1.76,1388.28,1,Others,Friday,Spring,183.64,0.67
1.57,1830.39,1,Sci-Fi,Friday,Fall,56.06,0.41
1.59,1113.81,0,Others,Wednesday,Fall,52.02,0.45
1.84,1477.62,1,Drama,Wednesday,Summer,53.56,0.49
2.03,1119.9,0,Horror,Saturday,Spring,59.73,0.56
1.46,1113.81,0,Others,Friday,Fall,48.49,0.39
1.77,1469.85,0,Horror,Friday,Winter,48.54,0.47
1.46,1060.86,0,Others,Wednesday,Fall,38.82,0.44
1.7,1336.16,1,Thriller,Friday,Fall,76.84,0.43
1.9,1031.85,1,Others,Friday,Summer,54.49,0.46
1.73,1342.77,0,Comedy,Saturday,Winter,51.76,0.48
1.7,1741.52,0,Others,Wednesday,Fall,52.27,0.53
1.85,1346.22,0,Thriller,Wednesday,Spring,46.44,0.44
1.81,1498.41,0,Sci-Fi,Friday,Fall,58.16,0.53
1.54,1402.24,0,Thriller,Friday,Winter,49.28,0.41
1.79,1010.87,0,Sci-Fi,Friday,Summer,54.53,0.4
1.48,1390.62,1,Action,Saturday,Winter,55.97,0.41
1.57,2158.03,0,Sci-Fi,Wednesday,Winter,56.09,0.46
1.53,1686.75,0,Horror,Thursday,Summer,50.57,0.49
1.25,1469.85,1,Others,Wednesday,Winter,79.3,0.43
1.41,1890.97,0,Others,Saturday,Spring,45.14,0.4
1.75,1420.88,0,Drama,Wednesday,Summer,52.67,0.42
2.34,1391.57,0,Action,Sunday,Winter,53.62,0.55
1.76,1140.23,1,Drama,Wednesday,Spring,53.75,0.31
1.83,1890.97,0,Sci-Fi,Sunday,Winter,50.08,0.42
1.35,1067.64,1,Comedy,Wednesday,Winter,47.12,0.42
2.34,1357.74,0,Drama,Friday,Winter,52.64,0.58
1.9,1189.32,1,Others,Friday,Spring,54.27,0.42
2.03,1119.9,1,Comedy,Wednesday,Winter,53.89,0.43
1.73,1469.85,0,Romance,Friday,Fall,58.69,0.43
1.83,2424.2,0,Others,Thursday,Summer,137.22,0.71
1.54,1361.12,0,Romance,Friday,Fall,53.63,0.33
1.55,1248.27,0,Sci-Fi,Saturday,Spring,53.56,0.54
2.14,1629.94,0,Romance,Saturday,Summer,182.33,0.89
1.34,1383.58,0,Others,Sunday,Winter,62.49,0.46
1.59,1294.78,0,Drama,Friday,Summer,52.55,0.44
1.81,1119.9,0,Thriller,Friday,Winter,57.09,0.48
1.26,1402.24,1,Comedy,Wednesday,Winter,58.78,0.31
1.57,1383.58,0,Thriller,Friday,Summer,104.37,0.57
2.03,1190.25,1,Others,Wednesday,Winter,55.86,0.45
1.46,1342.77,0,Action,Wednesday,Summer,122.57,0.6
1.58,1311.96,0,Romance,Friday,Fall,48.58,0.36
1.34,1329.48,0,Action,Friday,Summer,72.42,0.56
1.62,1359.8,1,Sci-Fi,Wednesday,Fall,150.44,0.66
2.06,1698.35,0,Romance,Monday,Summer,48.72,0.47
1.36,1140.23,0,Comedy,Saturday,Summer,52.94,0.49
